Mod:Item:MetaData, Localized Name
Botania:dirtRod, item.dirtRod.name
Botania:terraformRod, item.terraformRod.name
Botania:grassHorn:0, Horn of the Wild
Botania:grassHorn:1, Horn of the Canopy
Botania:grassHorn:2, Horn of the Covering
Botania:manaMirror, item.manaMirror.name
Botania:manasteelHelm, item.manasteelHelm.name
Botania:manasteelHelmReveal, item.manasteelHelmReveal.name
Botania:manasteelChest, item.manasteelChest.name
Botania:manasteelLegs, item.manasteelLegs.name
Botania:manasteelBoots, item.manasteelBoots.name
Botania:manasteelPick, item.manasteelPick.name
Botania:manasteelShovel, item.manasteelShovel.name
Botania:manasteelAxe, item.manasteelAxe.name
Botania:manasteelSword, item.manasteelSword.name
Botania:manasteelShears, item.manasteelShears.name
Botania:terrasteelHelm, item.terrasteelHelm.name
Botania:terrasteelHelmReveal, item.terrasteelHelmReveal.name
Botania:terrasteelChest, item.terrasteelChest.name
Botania:terrasteelLegs, item.terrasteelLegs.name
Botania:terrasteelBoots, item.terrasteelBoots.name
Botania:terraSword, item.terraSword.name
Botania:tinyPlanet, item.tinyPlanet.name
Botania:manaRing, item.manaRing.name
Botania:auraRing, item.auraRing.name
Botania:manaRingGreater, item.manaRingGreater.name
Botania:auraRingGreater, item.auraRingGreater.name
Botania:travelBelt, item.travelBelt.name
Botania:knockbackBelt, item.knockbackBelt.name
Botania:icePendant, item.icePendant.name
Botania:lavaPendant, item.lavaPendant.name
Botania:goldenLaurel, item.goldenLaurel.name
Botania:magnetRing, item.magnetRing.name
Botania:waterRing, item.waterRing.name
Botania:miningRing, item.miningRing.name
Botania:terraPick, item.terraPick.name
Botania:divaCharm, item.divaCharm.name
Botania:flightTiara:0, Flügel Tiara
Botania:flightTiara:1, Flügel Tiara
Botania:flightTiara:2, Flügel Tiara
Botania:flightTiara:3, Flügel Tiara
Botania:flightTiara:4, Flügel Tiara
Botania:flightTiara:5, Flügel Tiara
Botania:flightTiara:6, Flügel Tiara
Botania:flightTiara:7, Flügel Tiara
Botania:flightTiara:8, Flügel Tiara
Botania:enderDagger, item.enderDagger.name
Botania:quartz:0, Smokey Quartz
Botania:quartz:1, Mana Quartz
Botania:quartz:2, Blaze Quartz
Botania:quartz:3, Lavender Quartz
Botania:quartz:4, Redquartz
Botania:quartz:5, Elven Quartz
Botania:quartz:6, Sunny Quartz
Botania:waterRod, item.waterRod.name
Botania:elementiumHelm, item.elementiumHelm.name
Botania:elementiumHelmReveal, item.elementiumHelmReveal.name
Botania:elementiumChest, item.elementiumChest.name
Botania:elementiumLegs, item.elementiumLegs.name
Botania:elementiumBoots, item.elementiumBoots.name
Botania:elementiumPick, item.elementiumPick.name
Botania:elementiumShovel, item.elementiumShovel.name
Botania:elementiumAxe, item.elementiumAxe.name
Botania:elementiumSword, item.elementiumSword.name
Botania:elementiumShears, item.elementiumShears.name
Botania:openBucket, item.openBucket.name
Botania:spawnerMover, item.spawnerMover.name
Botania:pixieRing, item.pixieRing.name
Botania:superTravelBelt, item.superTravelBelt.name
Botania:rainbowRod, item.rainbowRod.name
Botania:tornadoRod, item.tornadoRod.name
Botania:fireRod, item.fireRod.name
Botania:vineBall, item.vineBall.name
Botania:slingshot, item.slingshot.name
Botania:manaBottle, item.manaBottle.name
Botania:laputaShard:0, Shard of Laputa
Botania:laputaShard:4, Shard of Laputa
Botania:laputaShard:9, Shard of Laputa
Botania:laputaShard:14, Shard of Laputa
Botania:laputaShard:19, Shard of Laputa
Botania:virus:0, Necrodermal Virus
Botania:virus:1, Nullodermal Virus
Botania:reachRing, item.reachRing.name
Botania:skyDirtRod, item.skyDirtRod.name
Botania:itemFinder, item.itemFinder.name
Botania:superLavaPendant, item.superLavaPendant.name
Botania:enderHand, item.enderHand.name
Botania:glassPick, item.glassPick.name
Botania:spark, item.spark.name
Botania:sparkUpgrade:0, Spark Augment: Dispersive
Botania:sparkUpgrade:1, Spark Augment: Dominant
Botania:sparkUpgrade:2, Spark Augment: Recessive
Botania:sparkUpgrade:3, Spark Augment: Isolated
Botania:diviningRod, item.diviningRod.name
Botania:gravityRod, item.gravityRod.name
Botania:regenIvy, item.regenIvy.name
Botania:manaInkwell, item.manaInkwell.name
Botania:vial:0, Managlass Vial
Botania:vial:1, Alfglass Flask
Botania:brewVial, item.brewVial.name
Botania:brewFlask, item.brewFlask.name
Botania:bloodPendant, item.bloodPendant.name
Botania:missileRod, item.missileRod.name
Botania:holyCloak, item.holyCloak.name
Botania:unholyCloak, item.unholyCloak.name
Botania:craftingHalo, item.craftingHalo.name
Botania:blackLotus:0, Black Lotus
Botania:blackLotus:1, Blacker Lotus
Botania:monocle, item.monocle.name
Botania:clip, item.clip.name
Botania:cobbleRod, item.cobbleRod.name
Botania:smeltRod, item.smeltRod.name
Botania:worldSeed, item.worldSeed.name
Botania:spellCloth, item.spellCloth.name
Botania:thornChakram:0, Thorn Chakram
Botania:thornChakram:1, Flare Chakram
Botania:overgrowthSeed, item.overgrowthSeed.name
Botania:craftPattern:0, Crafting Pattern #1: 1x1
Botania:craftPattern:1, Crafting Pattern #2: 2x2
Botania:craftPattern:2, Crafting Pattern #3: 1x2
Botania:craftPattern:3, Crafting Pattern #4: 2x1
Botania:craftPattern:4, Crafting Pattern #5: 1x3
Botania:craftPattern:5, Crafting Pattern #6: 3x1
Botania:craftPattern:6, Crafting Pattern #7: 2x3
Botania:craftPattern:7, Crafting Pattern #8: 3x2
Botania:craftPattern:8, Crafting Pattern #9: Donut
Botania:ancientWill:0, Will of Ahrim
Botania:ancientWill:1, Will of Dharok
Botania:ancientWill:2, Will of Guthan
Botania:ancientWill:3, Will of Torag
Botania:ancientWill:4, Will of Verac
Botania:ancientWill:5, Will of Karil
Botania:corporeaSpark:0, Corporea Spark
Botania:corporeaSpark:1, Master Corporea Spark
Botania:livingwoodBow, item.livingwoodBow.name
Botania:crystalBow, item.crystalBow.name
Botania:cosmetic:0, Black Bowtie
Botania:cosmetic:1, Black Tie
Botania:cosmetic:2, Red Glasses
Botania:cosmetic:3, Puffy Scarf
Botania:cosmetic:4, Engineer Goggles
Botania:cosmetic:5, Eyepatch
Botania:cosmetic:6, Wicked Eyepatch
Botania:cosmetic:7, Red Ribbons
Botania:cosmetic:8, Pink Flower Bud
Botania:cosmetic:9, Polka-Dotted Bows
Botania:cosmetic:10, Blue Butterfly
Botania:cosmetic:11, Cat Ears
Botania:cosmetic:12, Witch Pin
Botania:cosmetic:13, Devil Tail
Botania:cosmetic:14, Kamui Eye
Botania:cosmetic:15, Googly Eyes
Botania:cosmetic:16, Four-Leafed Clover
Botania:cosmetic:17, Clock Eye
Botania:cosmetic:18, Unicorn Horn
Botania:cosmetic:19, Devil Horns
Botania:cosmetic:20, Hyper Plus
Botania:cosmetic:21, Botanist Emblem
Botania:cosmetic:22, Ancient Mask
Botania:cosmetic:23, Eerie Mask
Botania:cosmetic:24, Alien Antenna
Botania:cosmetic:25, Anaglyph Glasses
Botania:cosmetic:26, Orange Shades
Botania:cosmetic:27, Groucho Glasses
Botania:cosmetic:28, Thick Eyebrows
Botania:cosmetic:29, Lusitanic Shield
Botania:cosmetic:30, Tiny Potato Mask
Botania:cosmetic:31, Questgiver Mark
Botania:swapRing, item.swapRing.name
Botania:flowerBag, item.flowerBag.name
Botania:phantomInk, item.phantomInk.name
Botania:poolMinecart, item.poolMinecart.name
Botania:pinkinator, item.pinkinator.name
Botania:infiniteFruit, item.infiniteFruit.name
Botania:kingKey, item.kingKey.name
Botania:flugelEye, item.flugelEye.name
Botania:thorRing, item.thorRing.name
Botania:odinRing, item.odinRing.name
Botania:lokiRing, item.lokiRing.name
Botania:aesirRing, item.aesirRing.name
Botania:dice, item.dice.name
Botania:keepIvy, item.keepIvy.name
Botania:blackHoleTalisman:0, Black Hole Talisman
Botania:recordGaia1, item.recordGaia1.name
Botania:recordGaia2, item.recordGaia2.name
Botania:temperanceStone:0, Stone of Temperance
Botania:incenseStick, item.incenseStick.name
Botania:terraAxe, item.terraAxe.name
Botania:waterBowl, item.waterBowl.name
Botania:obedienceStick, item.obedienceStick.name
Botania:cacophonium, item.cacophonium.name
Botania:slimeBottle:0, Slime in a Bottle
Botania:starSword, item.starSword.name
Botania:exchangeRod, item.exchangeRod.name
Botania:magnetRingGreater, item.magnetRingGreater.name
Botania:thunderSword, item.thunderSword.name
Botania:manaweaveHelm, item.manaweaveHelm.name
Botania:manaweaveLegs, item.manaweaveLegs.name
Botania:manaweaveChest, item.manaweaveChest.name
Botania:manaweaveBoots, item.manaweaveBoots.name
Botania:autocraftingHalo, item.autocraftingHalo.name
Botania:gaiaHead, item.gaiaHead.name
Botania:sextant, item.sextant.name
Botania:speedUpBelt, item.speedUpBelt.name
Botania:baubleBox, item.baubleBox.name
EE3:alchemicalBag:0, Alchemical Bag
EE3:alchemicalBag:1, Alchemical Bag
EE3:alchemicalBag:2, Alchemical Bag
EE3:alchemicalDust:0, Ash
EE3:alchemicalDust:3, Minium Dust
EE3:alchemicalFuel:0, Alchemical Coal
EE3:alchemicalFuel:1, Mobius Fuel
EE3:alchemicalFuel:2, Aeternalis Fuel
EE3:stoneInert, Inert Stone
EE3:shardMinium, Shard of Minium
EE3:stoneMinium, Minium Stone [WIP]
EE3:stonePhilosophers, Philosopher's Stone [WIP]
EE3:chalk, Chalk
EE3:alchemicalUpgrade:0, §aVerdant Upgrade [WIP]
EE3:alchemicalUpgrade:1, §9Azure Upgrade [WIP]
EE3:alchemicalUpgrade:2, §cMinium Upgrade [WIP]
EE3:diviningRod:0, Divining Rod [WIP]
EE3:alchenomicon, Alchenomicon
EE3:matter:0, Proto Matter [WIP]
EE3:matter:1, Dark Matter [WIP]
EE3:matter:2, Corporeal Matter [WIP]
EE3:matter:3, Kinetic Matter [WIP]
EE3:matter:4, Temporal Matter [WIP]
EE3:matter:5, Essentia Matter [WIP]
EE3:matter:6, Amorphous Matter [WIP]
EE3:matter:7, Void Matter [WIP]
EE3:matter:8, Omni Matter [WIP]
EE3:gem:0, Black Gem [WIP]
EE3:gem:1, Blue Gem [WIP]
EE3:gem:2, Green Gem [WIP]
EE3:gem:3, Grey Gem [WIP]
EE3:gem:4, Purple Gem [WIP]
EE3:gem:5, Red Gem [WIP]
EE3:gem:6, Yellow Gem [WIP]
EE3:lootBall, Loot Ball [WIP]
EE3:knowledgeScroll, Scroll of Transmutation Knowledge [WIP]
EE3:potionLethe, Lethe Potion [WIP]
EE3:shovelDarkMatter, Dark Matter Shovel [WIP]
EE3:pickAxeDarkMatter, Dark Matter Pickaxe [WIP]
EE3:hammerDarkMatter, Dark Matter Hammer [WIP]
EE3:axeDarkMatter, Dark Matter Axe [WIP]
EE3:hoeDarkMatter, Dark Matter Hoe [WIP]
EE3:fishingRodDarkMatter, Dark Matter Fishing Rod [WIP]
EE3:shearsDarkMatter, Dark Matter Shears [WIP]
EE3:bowDarkMatter, Dark Matter Bow [WIP]
EE3:arrowDarkMatter, Dark Matter Arrow [WIP]
EE3:swordDarkMatter, Dark Matter Sword [WIP]
Railcraft:fluid.creosote.bucket, Creosote Bucket
Railcraft:fluid.creosote.bottle, Creosote Bottle
Railcraft:fluid.creosote.can, Creosote Can
Railcraft:fluid.creosote.cell, Creosote Cell
Railcraft:fluid.creosote.wax, Creosote Capsule
Railcraft:fluid.creosote.refactory, Creosote Capsule
Railcraft:fluid.steam.bottle, Steam Bottle
Railcraft:tool.crowbar, Crowbar
Railcraft:tool.crowbar.reinforced, Reinforced Crowbar
Railcraft:tool.magnifying.glass, Magnifying Glass
Railcraft:armor.goggles, Trackman's Goggles
Railcraft:part.circuit:0, Controller Circuit
Railcraft:part.circuit:1, Receiver Circuit
Railcraft:part.circuit:2, Signal Circuit
Railcraft:tool.steel.shears, Steel Shears
Railcraft:tool.steel.sword, Steel Sword
Railcraft:tool.steel.shovel, Steel Shovel
Railcraft:tool.steel.pickaxe, Steel Pickaxe
Railcraft:tool.steel.axe, Steel Axe
Railcraft:tool.steel.hoe, Steel Hoe
Railcraft:armor.steel.helmet, Steel Helmet
Railcraft:armor.steel.plate, Steel Chestplate
Railcraft:armor.steel.legs, Steel Leggings
Railcraft:armor.steel.boots, Steel Boots
Railcraft:armor.overalls, Engineer's Overalls
Railcraft:nugget:0, Iron Nugget
Railcraft:nugget:1, Steel Nugget
Railcraft:nugget:2, Copper Nugget
Railcraft:nugget:3, Tin Nugget
Railcraft:nugget:4, Lead Nugget
Railcraft:ingot:0, Steel Ingot
Railcraft:ingot:1, Copper Ingot
Railcraft:ingot:2, Tin Ingot
Railcraft:ingot:3, Lead Ingot
Railcraft:part.railbed:0, Wooden Railbed
Railcraft:part.railbed:1, Stone Railbed
Railcraft:part.tie:0, Wooden Tie
Railcraft:part.tie:1, Stone Tie
Railcraft:part.rebar, Rebar
Railcraft:part.rail:0, Standard Rail
Railcraft:part.rail:1, Advanced Rail
Railcraft:part.rail:2, Wooden Rail
Railcraft:part.rail:3, H.S. Rail
Railcraft:part.rail:4, Reinforced Rail
Railcraft:part.rail:5, Electric Rail
Railcraft:fuel.coke, Coal Coke
Railcraft:part.plate:0, Iron Plate
Railcraft:part.plate:1, Steel Plate
Railcraft:part.plate:2, Tin Plate
Railcraft:part.plate:3, Copper Plate
Railcraft:part.plate:4, item.railcraft.part.plate.lead.name
Railcraft:dust:0, Obsidian Dust
Railcraft:dust:1, Sulfur
Railcraft:dust:2, Saltpeter
Railcraft:dust:3, Charcoal Dust
Railcraft:part.gear:0, Gold-Plate Gear
Railcraft:part.gear:1, Iron Gear
Railcraft:part.gear:2, Steel Gear
Railcraft:part.gear:3, Tin Gear Bushing
Railcraft:cart.tnt.wood:0, Wooden TNT Cart
Railcraft:cart.work:0, Work Cart
Railcraft:tool.surveyor:0, Signal Block Surveyor
Railcraft:tool.signal.tuner:0, Signal Tuner
Railcraft:tool.signal.label, Signal Label
Railcraft:part.signal.lamp, Signal Lamp
Railcraft:part.bleached.clay, Bleached Clay
Railcraft:cart.bore:0, Tunnel Bore
Railcraft:borehead.diamond, Diamond Bore Head
Railcraft:borehead.steel, Steel Bore Head
Railcraft:borehead.iron, Iron Bore Head
Railcraft:cart.track.relayer:0, Track Relayer Cart
Railcraft:cart.undercutter:0, Undercutter Cart
Railcraft:cart.track.layer:0, Track Layer Cart
Railcraft:cart.track.remover:0, Track Remover Cart
Railcraft:cart.tank:0, Tank Cart
Railcraft:cart.cargo:0, Cargo Cart
Railcraft:cart.anchor:0, Anchor Cart
Railcraft:cart.anchor.personal:0, Personal Anchor Cart
Railcraft:cart.anchor.admin:0, Admin Anchor Cart
Railcraft:cart.pumpkin:0, Pumpkin Cart
Railcraft:cart.gift:0, Gift Cart
Railcraft:tool.whistle.tuner, Whistle Tuner
Railcraft:routing.table, Routing Table
Railcraft:routing.ticket.gold, Golden Railway Ticket
Railcraft:routing.ticket, Railway Ticket
Railcraft:emblem, Emblem
Railcraft:firestone.raw, Raw Firestone
Railcraft:firestone.cut, Cut Firestone
Railcraft:firestone.refined, Refined Firestone
Railcraft:firestone.cracked, Cracked Firestone
Railcraft:tool.electric.meter, Electric Meter
Railcraft:part.turbine.rotor, Turbine Rotor
Railcraft:part.turbine.disk, Turbine Disk
Railcraft:part.turbine.blade, Turbine Blade
Railcraft:cart.redstone.flux:0, Redstone Flux Cart
TwilightForest:item.nagaScale, Naga Scale
TwilightForest:item.plateNaga, Naga Scale Tunic
TwilightForest:item.legsNaga, Naga Scale Leggings
TwilightForest:item.scepterTwilight, Scepter of Twilight
TwilightForest:item.scepterLifeDrain, Scepter of Life Draining
TwilightForest:item.scepterZombie, Zombie Scepter
TwilightForest:item.oreMeter, Ore Meter [WIP]
TwilightForest:item.magicMap:0, Magic Map #0
TwilightForest:item.mazeMap:0, Maze Map #0
TwilightForest:item.oreMap:0, Maze/Ore Map #0
TwilightForest:item.tfFeather, Raven's Feather
TwilightForest:item.magicMapFocus, Magic Map Focus
TwilightForest:item.mazeMapFocus, Maze Map Focus
TwilightForest:item.liveRoot, Liveroot
TwilightForest:item.ironwoodRaw, Raw Ironwood Materials
TwilightForest:item.ironwoodIngot, Ironwood Ingot
TwilightForest:item.ironwoodHelm, Ironwood Helm
TwilightForest:item.ironwoodPlate, Ironwood Plate
TwilightForest:item.ironwoodLegs, Ironwood Legs
TwilightForest:item.ironwoodBoots, Ironwood Boots
TwilightForest:item.ironwoodSword, Ironwood Sword
TwilightForest:item.ironwoodShovel, Ironwood Shovel
TwilightForest:item.ironwoodPick, Ironwood Pick
TwilightForest:item.ironwoodAxe, Ironwood Axe
TwilightForest:item.ironwoodHoe, Ironwood Hoe
TwilightForest:item.torchberries, Torchberries
TwilightForest:item.venisonRaw, Raw Venison
TwilightForest:item.venisonCooked, Venison Steak
TwilightForest:item.hydraChop, Hydra Chop
TwilightForest:item.fieryBlood, Fiery Blood
TwilightForest:item.trophy:0, Hydra Trophy
TwilightForest:item.trophy:1, Naga Trophy
TwilightForest:item.trophy:2, Lich Trophy
TwilightForest:item.trophy:3, Ur-ghast Trophy
TwilightForest:item.trophy:4, Snow Queen Trophy
TwilightForest:item.fieryIngot, Fiery Ingot
TwilightForest:item.fieryHelm, Fiery Helm
TwilightForest:item.fieryPlate, Fiery Plate
TwilightForest:item.fieryLegs, Fiery Legs
TwilightForest:item.fieryBoots, Fiery Boots
TwilightForest:item.fierySword, Fiery Sword
TwilightForest:item.fieryPick, Fiery Pick
TwilightForest:item.steeleafIngot, Steeleaf
TwilightForest:item.steeleafHelm, Steeleaf Helm
TwilightForest:item.steeleafPlate, Steeleaf Plate
TwilightForest:item.steeleafLegs, Steeleaf Legs
TwilightForest:item.steeleafBoots, Steeleaf Boots
TwilightForest:item.steeleafSword, Steeleaf Sword
TwilightForest:item.steeleafShovel, Steeleaf Shovel
TwilightForest:item.steeleafPick, Steeleaf Pick
TwilightForest:item.steeleafAxe, Steeleaf Axe
TwilightForest:item.steeleafHoe, Steeleaf Hoe
TwilightForest:item.minotaurAxe, Minotaur Axe
TwilightForest:item.mazebreakerPick, Mazebreaker
TwilightForest:item.transformPowder, Transformation Powder
TwilightForest:item.meefRaw, Raw Meef
TwilightForest:item.meefSteak, Meef Steak
TwilightForest:item.meefStroganoff, Meef Stroganoff
TwilightForest:item.mazeWafer, Maze Wafer
TwilightForest:item.emptyMagicMap, Blank Magic Map
TwilightForest:item.emptyMazeMap, Blank Maze Map
TwilightForest:item.emptyOreMap, Blank Maze/Ore Map
TwilightForest:item.oreMagnet, Ore Magnet
TwilightForest:item.crumbleHorn, Crumble Horn
TwilightForest:item.peacockFan, Peacock Feather Fan
TwilightForest:item.moonwormQueen, Moonworm Queen
TwilightForest:item.charmOfLife1, Charm of Life I
TwilightForest:item.charmOfLife2, Charm of Life II
TwilightForest:item.charmOfKeeping1, Charm of Keeping I
TwilightForest:item.charmOfKeeping2, Charm of Keeping II
TwilightForest:item.charmOfKeeping3, Charm of Keeping III
TwilightForest:item.towerKey, Tower Key
TwilightForest:item.borerEssence, Borer Essence
TwilightForest:item.carminite, Carminite
TwilightForest:item.experiment115, Experiment 115
TwilightForest:item.armorShards, Armor Shard
TwilightForest:item.knightMetal, Knightmetal Ingot
TwilightForest:item.shardCluster, Armor Shard Cluster
TwilightForest:item.knightlyHelm, Knightly Helm
TwilightForest:item.knightlyPlate, Knightly Plate
TwilightForest:item.knightlyLegs, Knightly Greaves
TwilightForest:item.knightlyBoots, Knightly Boots
TwilightForest:item.knightlySword, Knightly Sword
TwilightForest:item.knightlyPick, Knightly Pick
TwilightForest:item.knightlyAxe, Knightly Axe
TwilightForest:item.phantomHelm, Phantom Helm
TwilightForest:item.phantomPlate, Phantom Plate
TwilightForest:item.lampOfCinders, Lamp of Cinders
TwilightForest:item.fieryTears, Fiery Tears
TwilightForest:item.alphaFur, Alpha Yeti Fur
TwilightForest:item.yetiHelm, Yeti Horned Helm
TwilightForest:item.yetiPlate, Yeti Jacket
TwilightForest:item.yetiLegs, Yeti Leggings
TwilightForest:item.yetiBoots, Yeti Boots
TwilightForest:item.iceBomb, Ice Bomb
TwilightForest:item.arcticFur, Arctic Fur
TwilightForest:item.arcticHelm, Arctic Hood
TwilightForest:item.arcticPlate, Arctic Jacket
TwilightForest:item.arcticLegs, Arctic Leggings
TwilightForest:item.arcticBoots, Arctic Boots
TwilightForest:item.magicBeans, Magic Beans
TwilightForest:item.giantPick, Giant's Pickaxe
TwilightForest:item.giantSword, Giant's Sword
TwilightForest:item.tripleBow, Tri-bow
TwilightForest:item.seekerBow, Seeker Bow
TwilightForest:item.iceBow, Ice Bow
TwilightForest:item.enderBow, Ender Bow
TwilightForest:item.iceSword, Ice Sword
TwilightForest:item.glassSword, Glass Sword
TwilightForest:item.knightmetalRing, Knightmetal Loop
TwilightForest:item.chainBlock, Block and Chain
TwilightForest:item.cubeTalisman, Talisman of the Cube
TwilightForest:item.cubeOfAnnihilation, Cube of Annihilation
chisel:upgrade:0, Speed Upgrade.name
chisel:upgrade:1, Automation Upgrade.name
chisel:upgrade:2, Stack Upgrade.name
chisel:upgrade:3, Reversion Upgrade.name
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
CarpentersBlocks:itemCarpentersHammer, Carpenter's Hammer
CarpentersBlocks:itemCarpentersChisel, Carpenter's Chisel
CarpentersBlocks:itemCarpentersTile, Carpenter's Tile
CarpentersBlocks:itemCarpentersDoor, Carpenter's Door
CarpentersBlocks:itemCarpentersBed, Carpenter's Bed
cfm:ItemTableWood, Wooden Table
cfm:ItemTableStone, Stone Table
cfm:ItemChairWood, Wooden Chair
cfm:ItemChairStone, Stone Chair
cfm:ItemCabinet, Cabinet
cfm:ItemBesideCabinet, Bedside Cabinet
cfm:ItemCoffeeTableWood, Wooden Coffee Table
cfm:ItemCoffeeTableStone, Stone Coffee Table
cfm:ItemFridge, Fridge
cfm:ItemCoolPack, Cooling Pack
cfm:ItemCouch, Couch
cfm:ItemBlinds, Blind
cfm:ItemCurtains, Curtain
cfm:ItemOven, Oven
cfm:ItemOvenRangehood, Oven Overhead
cfm:ItemFlesh, Flesh
cfm:ItemCookedFlesh, Cooked Flesh
cfm:ItemHedgeBasic, Oak Hedge
cfm:ItemHedgeSpruce, Spurce Hedge
cfm:ItemHedgeBirch, Birch Hedge
cfm:ItemHedgeJungle, Jungle Hedge
cfm:ItemBirdBath, Bird Bath
cfm:ItemStonePath, Stone Path
cfm:ItemWhiteFence, White Fence
cfm:ItemTap, Tap
cfm:ItemMailBox, Mail Box
cfm:ItemHammer, Hammer
cfm:ItemEnvelope, Envelope
cfm:ItemEnvelopeSigned, item.itemenvelopesigned.name
cfm:ItemPackage, Package
cfm:ItemPackageSigned, item.itempackagesigned.name
cfm:ItemTV, TV
cfm:ItemComputer, Computer
cfm:ItemPrinter, Printer
cfm:ItemInkCartridge, Ink Cartridge
cfm:ItemStereo, Stereo
cfm:ItemElectricFence, Electric Fence
cfm:ItemCeilingLight, Ceiling Light
cfm:ItemDoorBell, Door Bell
cfm:ItemFireAlarm, Fire Alarm
cfm:ItemLamp, Lamp
cfm:ItemToilet, Toilet
cfm:ItemBasin, Basin
cfm:ItemWallCabinet, Wall Cabinet
cfm:ItemBath, Bath
cfm:ItemShower, Shower
cfm:ItemShowerHead, Shower Head
cfm:ItemBin, Bin
cfm:ItemPresentRed, Empty Present
cfm:ItemPresentGreen, Empty Present
cfm:itemTree, Christmas Tree
cfm:ItemToaster, Toaster
cfm:ItemMicrowave, Microwave
cfm:ItemWashingMachine, Washing Machine
cfm:ItemCookieJar, Cookie Jar
cfm:ItemBlender, Blender
cfm:ItemPlate, Plate
cfm:ItemCounterDoored, Kitchen Counter
cfm:ItemCounterSink, Kitchen Counter (Sink)
cfm:ItemDishWasher, Dishwasher
cfm:ItemKitchenCabinet, Kitchen Cabinet
cfm:ItemChoppingBoard, Chopping Board
cfm:ItemBarStall, Bar Stool
cfm:ItemBreadSlice, Bread Slice
cfm:ItemToast, Toast
cfm:ItemKnife, Knife
cfm:ItemCup, Cup
cfm:ItemDrink, item.itemdrink.name
cfm:ItemSoap, Soap
cfm:ItemSoapyWater, Soapy Water
cfm:ItemSuperSoapyWater, Super Soapy Water
cfm:ItemRecipeBook, Recipe Book
cfm:ItemCrayfish, Crayfish Head (Secret Item)
cfm:ItemDollar, item.itemmoney.name
chocolateQuest:pickaxeMagic, item.pickaxeMagic.name
chocolateQuest:mobToSpawner,  Mob To Spawner
chocolateQuest:rustedDagger,  Rusted Dagger
chocolateQuest:rustedBigSword,  Rusted Greatsword
chocolateQuest:rustedSpear,  Rusted Spear
chocolateQuest:rustedSwordAndShied,  Rusted Sword & Shield
chocolateQuest:hookSword,  Hooksword
chocolateQuest:ironSwordAndShield,  Iron Sword & Shield
chocolateQuest:diamondSwordAndShield,  Diamond Sword & Shield
chocolateQuest:moonSword,  Moonlight
chocolateQuest:defenseSword,  Morning Shine
chocolateQuest:walkerSword,  Walker Sword
chocolateQuest:swordTurtle,  Turtle Sword & Shield
chocolateQuest:swordSpider,  Spider Sword & Shield
chocolateQuest:swordShiedMonking,  Monking Sword & Shield
chocolateQuest:daggerIron,  Iron Dagger
chocolateQuest:daggerDiamond,  Diamond Dagger
chocolateQuest:pirateDagger,  Trickster Dagger
chocolateQuest:ninjaDagger,  Ninja Dagger
chocolateQuest:daggerMonking,  Monking Dagger
chocolateQuest:spearIron,  Iron Spear
chocolateQuest:spearDiamond,  Diamond Spear
chocolateQuest:spearGun,  Gun Spear
chocolateQuest:dwarfSpear,  Fire Spear
chocolateQuest:bigswordIron,  Iron Greatsword
chocolateQuest:bigswordDiamond,  Diamond Greatsword
chocolateQuest:bigSwordBull,  Bull Greatsword
chocolateQuest:swordMonking,  Monking Greatsword
chocolateQuest:banner:0, Banner
chocolateQuest:banner:1, Banner
chocolateQuest:banner:2, Banner
chocolateQuest:banner:3, Banner
chocolateQuest:banner:4, Banner
chocolateQuest:banner:5, Banner
chocolateQuest:banner:6, Banner
chocolateQuest:banner:7, Banner
chocolateQuest:banner:8, Banner
chocolateQuest:banner:9, Banner
chocolateQuest:banner:10, Banner
chocolateQuest:banner:11, Banner
chocolateQuest:banner:12, Banner
chocolateQuest:banner:13, Banner
chocolateQuest:banner:14, Banner
chocolateQuest:banner:15, Banner
chocolateQuest:banner:16, Banner
chocolateQuest:shield:0, Shield
chocolateQuest:shield:1, Shield
chocolateQuest:shield:2, Shield
chocolateQuest:shield:3, Shield
chocolateQuest:shield:4, Shield
chocolateQuest:shield:5, Shield
chocolateQuest:shield:6, Shield
chocolateQuest:shield:7, Shield
chocolateQuest:shield:8, Shield
chocolateQuest:shield:9, Shield
chocolateQuest:shield:10, Shield
chocolateQuest:shield:11, Shield
chocolateQuest:shield:12, Shield
chocolateQuest:shield:13, Shield
chocolateQuest:shield:14, Shield
chocolateQuest:shield:15, Shield
chocolateQuest:shield:16, Shield
chocolateQuest:shield:17, Shield
chocolateQuest:shield:18, Shield
chocolateQuest:shield:19, Shield
chocolateQuest:shield:20, Shield
chocolateQuest:dragonHelmet,  Dragon Helmet
chocolateQuest:scouter,  Scouter
chocolateQuest:witchHat,  Witch Hat
chocolateQuest:cloudBoots,  Cloud Boots
chocolateQuest:kingArmor,  King Armor
chocolateQuest:slimeHelmet,  Slime Helmet
chocolateQuest:slimePlate,  Slime Plate
chocolateQuest:slimePants,  Slime Pants
chocolateQuest:slimeBoots,  Slime Boots
chocolateQuest:turtleHelmet,  Turtle Helmet
chocolateQuest:turtlePlate,  Turtle Plate
chocolateQuest:turtlePants,  Turtle Pants
chocolateQuest:turtleBoots,  Turtle Boots
chocolateQuest:bullHelmet,  Bull Helmet
